exam,Exam Block,slot,size,b2bs,confs,2i3s,score,score_norm
Q83170E1,15,8,2,0,0,0,0.0,0.0
LK10JAE1,26,15,58,0,0,4,0.0,0.0
Q8B096E1,22,23,1,0,0,0,0.0,0.0
R82028E1,11,1,10,0,0,0,0.0,0.0
L3C064E1,12,34,18,0,0,0,0.0,0.0
R12008E1,24,22,35,0,0,35,0.0,0.0
V83138E1,26,15,11,0,0,11,0.0,0.0
AAA033E1,26,15,12,0,0,4,0.0,0.0
M1B382E1,16,30,13,0,0,1,0.0,0.0
G13RE1E1,8,36,7,0,0,0,0.0,0.0
V13101E1,11,12,6,0,0,2,0.0,0.0
Q83172E1,25,1,3,0,0,3,0.0,0.0
N11102E1,14,12,155,0,0,40,0.0,0.0
N1B202E1,11,33,123,0,0,7,0.0,0.0
V13177E1,7,8,10,0,0,0,0.0,0.0
V41133E1,19,27,19,0,0,6,0.0,0.0
AAB025E1,4,12,15,0,0,1,0.0,0.0
G13CM2E1,1,6,45,0,0,12,0.0,0.0
L3B049E1,24,22,35,0,0,2,0.0,0.0
AA3008E1,5,3,31,0,0,6,0.0,0.0
H52110E1,3,9,90,0,0,7,0.0,0.0
H5C112E1,1,6,26,0,0,18,0.0,0.0
H21M01E1,3,12,92,0,0,2,0.0,0.0
H22M02E1,4,4,76,0,0,0,0.0,0.0
F12O02E1,4,5,114,0,0,67,0.0,0.0
Q4B102E1,1,7,22,0,0,2,0.0,0.0
H51100E1,12,10,114,0,0,2,0.0,0.0
M1B373E1,22,25,34,0,0,0,0.0,0.0
G111VBE1,10,28,24,0,0,2,0.0,0.0
H7CHCME1,22,24,25,0,0,10,0.0,0.0
V6B308E1,17,28,18,0,0,2,0.0,0.0
R13017E1,17,10,11,0,0,3,0.0,0.0
V13296E1,8,3,14,0,0,0,0.0,0.0
V43117E1,4,3,6,0,0,1,0.0,0.0
L83115E1,21,24,52,0,0,13,0.0,0.0
R23111E1,5,3,22,0,0,5,0.0,0.0
V13173E1,18,15,4,0,0,0,0.0,0.0
K41110E1,10,28,31,0,0,28,0.0,0.0
V12127E1,16,10,17,0,0,8,0.0,0.0
G13ST3E1,11,10,16,0,0,3,0.0,0.0
H8C001E1,11,9,32,0,0,1,0.0,0.0
V13105E1,2,6,8,0,0,1,0.0,0.0
R83036E1,17,10,12,0,0,8,0.0,0.0
V13119E1,11,33,20,0,0,2,0.0,0.0
G111DGE1,8,9,15,0,0,0,0.0,0.0
L11130E1,8,26,46,0,0,38,0.0,0.0
Q8B075E1,10,3,5,0,0,3,0.0,0.0
V82115E1,4,4,50,0,0,28,0.0,0.0
F11P02E1,17,3,129,0,0,136,0.0,0.0
V82110E1,6,1,50,0,0,2,0.0,0.0
F331N6E1,25,8,22,0,0,25,0.0,0.0
R13044E1,8,22,6,0,0,0,0.0,0.0
V43239E1,2,22,17,0,0,1,0.0,0.0
Q8B094E1,20,26,42,0,0,6,0.0,0.0
R23102E1,15,31,50,0,0,2,0.0,0.0
R23107E1,18,28,12,0,0,7,0.0,0.0
R13012E1,11,8,26,0,0,8,0.0,0.0
J5CMUSE1,7,31,46,0,0,0,0.0,0.0
N1A104E1,7,37,62,0,0,7,0.0,0.0
M3B034E1,2,5,21,0,0,14,0.0,0.0
Q4B104E1,9,23,14,0,0,1,0.0,0.0
R11004E1,17,10,138,0,0,35,0.0,0.0
N13304E1,7,37,125,0,0,1,0.0,0.0
C13563E1,12,23,7,0,0,3,0.0,0.0
G11AS1E1,26,15,69,0,0,7,0.0,0.0
V73128E1,17,33,16,0,0,11,0.0,0.0
V43133E1,8,31,22,0,0,0,0.0,0.0
R13007E1,1,37,20,0,0,4,0.0,0.0
V83123E1,12,13,20,0,0,11,0.0,0.0
L13508E1,1,8,52,0,0,9,0.0,0.0
L3B021E1,17,10,30,0,0,6,0.0,0.0
R43148E1,2,12,1,0,0,1,0.0,0.0
F12I01E1,8,36,38,0,0,0,0.0,0.0
R43204E1,8,33,15,0,0,2,0.0,0.0
L3B100E1,15,31,21,0,0,1,0.0,0.0
Q4A106E1,12,5,11,0,0,3,0.0,0.0
V6B336E1,8,34,24,0,0,4,0.0,0.0
R13003E1,3,5,28,0,0,10,0.0,0.0
R83044E1,5,1,9,0,0,0,0.0,0.0
H7CFOOE1,8,34,41,0,0,25,0.0,0.0
Q83184E1,15,30,11,0,0,1,0.0,0.0
R13016E1,13,1,19,0,0,2,0.0,0.0
R23105E1,25,13,7,0,0,0,0.0,0.0
R23216E1,11,10,11,0,0,1,0.0,0.0
V62200E1,23,23,37,0,0,3,0.0,0.0
D21102E1,20,34,1,0,0,0,0.0,0.0
L13510E1,12,24,11,0,0,6,0.0,0.0
V73MD1E1,20,26,29,0,0,1,0.0,0.0
V6B302E1,1,7,43,0,0,7,0.0,0.0
Q83186E1,25,8,2,0,0,2,0.0,0.0
B11101E1,23,23,27,0,0,12,0.0,0.0
L13505E1,26,15,68,0,0,1,0.0,0.0
L83160E1,19,27,82,0,0,0,0.0,0.0
V81C17E1,20,26,3,0,0,0,0.0,0.0
LKB2SAE1,1,7,9,0,0,4,0.0,0.0
C41101E1,24,22,102,0,0,2,0.0,0.0
Q8B063E1,13,13,40,0,0,6,0.0,0.0
H71IWEE1,19,27,97,0,0,0,0.0,0.0
M33059E1,19,27,30,0,0,3,0.0,0.0
C8CXCHE1,8,34,20,0,0,0,0.0,0.0
K42120E1,4,4,31,0,0,1,0.0,0.0
K1BBS1E1,15,31,48,0,0,0,0.0,0.0
M33036E1,5,3,10,0,0,3,0.0,0.0
M33074E1,9,35,48,0,0,32,0.0,0.0
C8CXPAE1,1,7,19,0,0,3,0.0,0.0
R81015E1,21,25,19,0,0,3,0.0,0.0
Q81016E1,21,25,14,0,0,3,0.0,0.0
L13516E1,11,33,20,0,0,6,0.0,0.0
M3B066E1,16,30,76,0,0,0,0.0,0.0
N1B408E1,26,15,14,0,0,3,0.0,0.0
K4P100E1,18,28,16,0,0,0,0.0,0.0
L3B036E1,5,34,25,0,0,0,0.0,0.0
Q4A219E1,18,26,7,0,0,0,0.0,0.0
LKA1RAE1,9,35,9,0,0,5,0.0,0.0
R22204E1,13,5,8,0,0,3,0.0,0.0
LKA1GAE1,26,15,48,0,0,11,0.0,0.0
N13303E1,5,3,67,0,0,12,0.0,0.0
L31073E1,9,35,49,0,0,39,0.0,0.0
V41103E1,24,22,10,0,0,1,0.0,0.0
R83038E1,13,12,32,0,0,11,0.0,0.0
N1B406E1,1,7,48,0,0,9,0.0,0.0
LK44FAE1,19,27,52,0,0,2,0.0,0.0
M3B062E1,4,3,12,0,0,1,0.0,0.0
C8CXDLE1,15,6,5,0,0,0,0.0,0.0
R13014E1,21,7,11,0,0,1,0.0,0.0
K4C120E1,1,7,42,0,0,0,0.0,0.0
V41124E1,8,34,13,0,0,2,0.0,0.0
K4C140E1,4,4,43,0,0,0,0.0,0.0
V83119E1,9,35,16,0,0,3,0.0,0.0
Q3B201E1,26,15,17,0,0,1,0.0,0.0
Q8B045E1,15,30,14,0,0,4,0.0,0.0
F321M1E1,14,12,94,0,0,0,0.0,0.0
G111GBE1,3,5,222,0,0,232,0.0,0.0
H33CONE1,7,37,78,0,0,25,0.0,0.0
C8P001E1,15,31,22,0,0,0,0.0,0.0
J1C205E1,8,34,11,0,0,0,0.0,0.0
L83122E1,11,33,13,0,0,0,0.0,0.0
K1BACOE1,4,4,52,0,0,51,0.0,0.0
M3A015E1,16,30,176,0,0,3,0.0,0.0
G5ABELE1,9,35,28,0,0,1,0.0,0.0
R13023E1,9,35,14,0,0,6,0.0,0.0
V42117E1,2,6,15,0,0,25,0.0,0.0
J1C119E1,11,33,40,0,0,7,0.0,0.0
G5BSBBE1,15,31,9,0,0,0,0.0,0.0
L82111E1,14,12,70,0,0,1,0.0,0.0
F331X3E1,6,1,14,0,0,0,0.0,0.0
G13LA1E1,6,1,4,0,0,0,0.0,0.0
C12324E1,14,12,63,0,0,39,0.0,0.0
R13101E1,21,25,2,0,0,0,0.0,0.0
N1B201E1,5,3,120,0,0,23,0.0,0.0
L13521E1,7,37,20,0,0,11,0.0,0.0
L82113E1,4,4,75,0,0,0,0.0,0.0
M3B043E1,1,7,51,0,0,23,0.0,0.0
L13502E1,18,28,58,0,0,3,0.0,0.0
L13509E1,9,35,33,0,0,16,0.0,0.0
L83123E1,13,13,8,0,0,0,0.0,0.0
L13507E1,24,22,64,0,0,10,0.0,0.0
M33060E1,7,37,82,0,0,33,0.0,0.0
N13305E1,20,26,28,0,0,12,0.0,0.0
C42304E1,21,25,63,0,0,11,0.0,0.0
C12327E1,11,33,58,0,0,20,0.0,0.0
R13006E1,11,33,12,0,0,4,0.0,0.0
N1B405E1,26,15,45,0,0,4,0.0,0.0
Q81003E1,6,1,47,0,0,44,0.0,0.0
C82BCSE1,4,4,101,0,0,0,0.0,0.0
R8A011E1,1,7,8,0,0,0,0.0,0.0
W31A12E1,26,15,24,0,0,0,0.0,0.0
V43143E1,20,26,17,0,0,2,0.0,0.0
R4A210E1,4,3,18,0,0,0,0.0,0.0
H6P002E1,2,6,25,0,0,10,0.0,0.0
L82120E1,20,26,46,0,0,5,0.0,0.0
V12143E1,18,28,36,0,0,9,0.0,0.0
R4A119E1,20,1,8,0,0,2,0.0,0.0
V12116E1,1,8,11,0,0,3,0.0,0.0
V83143E1,6,8,10,0,0,0,0.0,0.0
V73233E1,23,6,7,0,0,0,0.0,0.0
L3B026E1,22,24,26,0,0,3,0.0,0.0
V12115E1,20,33,13,0,0,3,0.0,0.0
M33053E1,24,22,28,0,0,1,0.0,0.0
H7BEGDE1,9,35,65,0,0,90,0.0,0.0
V12121E1,14,12,14,0,0,4,0.0,0.0
R22102E1,26,15,24,0,0,3,0.0,0.0
L83120E1,3,5,14,0,0,1,0.0,0.0
Q83142E1,15,36,13,0,0,3,0.0,0.0
W32C10E1,5,3,16,0,0,10,0.0,0.0
R4A215E1,11,33,19,0,0,13,0.0,0.0
C83XWHE1,22,25,20,0,0,9,0.0,0.0
K43100E1,23,23,28,0,0,0,0.0,0.0
W32H14E1,23,15,12,0,0,0,0.0,0.0
R4B209E1,19,8,1,0,0,0,0.0,0.0
Q82024E1,8,23,5,0,0,0,0.0,0.0
R23106E1,19,8,7,0,0,0,0.0,0.0
AA2016E1,20,25,20,0,0,0,0.0,0.0
L3C086E1,19,27,50,0,0,10,0.0,0.0
V7A214E1,21,25,25,0,0,3,0.0,0.0
V43125E1,26,6,10,0,0,0,0.0,0.0
R43153E1,19,1,2,0,0,1,0.0,0.0
L3B090E1,26,15,32,0,0,2,0.0,0.0
V6B333E1,13,5,5,0,0,2,0.0,0.0
L82124E1,15,6,1,0,0,0,0.0,0.0
Q8B043E1,26,15,26,0,0,5,0.0,0.0
R42217E1,26,15,20,0,0,1,0.0,0.0
N1B410E1,16,30,114,0,0,34,0.0,0.0
N1B422E1,22,24,25,0,0,10,0.0,0.0
V81103E1,23,23,4,0,0,1,0.0,0.0
Q8B076E1,14,5,5,0,0,4,0.0,0.0
R23209E1,20,26,17,0,0,6,0.0,0.0
R22203E1,2,6,20,0,0,4,0.0,0.0
V13152E1,2,23,4,0,0,0,0.0,0.0
Q8B044E1,22,8,3,0,0,0,0.0,0.0
L13520E1,14,6,15,0,0,2,0.0,0.0
C82CUAE1,15,31,95,0,0,2,0.0,0.0
R12024E1,9,28,5,0,0,1,0.0,0.0
R23009E1,9,1,10,0,0,2,0.0,0.0
V13155E1,20,23,3,0,0,0,0.0,0.0
R4A117E1,9,35,34,0,0,14,0.0,0.0
C12321E1,17,10,68,0,0,32,0.0,0.0
D23342E1,5,3,1,0,0,0,0.0,0.0
R21101E1,6,1,96,0,0,3,0.0,0.0
K4C110E1,13,34,42,0,0,0,0.0,0.0
W32H10E1,2,37,6,0,0,1,0.0,0.0
Q3B211E1,8,34,6,0,0,0,0.0,0.0
F311X1E1,24,22,37,0,0,19,0.0,0.0
R12026E1,19,28,15,0,0,1,0.0,0.0
V12135E1,26,15,28,0,0,1,0.0,0.0
R12005E1,16,31,26,0,0,2,0.0,0.0
Q81009E1,16,7,16,0,0,3,0.0,0.0
V12119E1,20,37,16,0,0,1,0.0,0.0
L82121E1,24,22,26,0,0,4,0.0,0.0
R22112E1,15,31,14,0,0,4,0.0,0.0
Q82031E1,18,28,3,0,0,1,0.0,0.0
V82C01E1,15,9,17,0,0,0,0.0,0.0
AAB058E1,24,22,7,0,0,3,0.0,0.0
R8A013E1,21,23,4,0,0,0,0.0,0.0
M1B363E1,5,3,37,0,0,29,0.0,0.0
C82SUAE1,26,9,16,0,0,11,0.0,0.0
L13511E1,6,6,8,0,0,5,0.0,0.0
LKB2GAE1,1,7,24,0,0,12,0.0,0.0
V81109E1,23,23,56,0,0,13,0.0,0.0
L31005E1,26,15,68,0,0,21,0.0,0.0
F311X2E1,26,15,25,0,0,4,0.0,0.0
R8B032E1,21,25,4,0,0,0,0.0,0.0
W32H16E1,18,5,13,0,0,12,0.0,0.0
Q8P010E1,2,23,1,0,0,0,0.0,0.0
V7A107E1,26,15,67,0,0,13,0.0,0.0
V81105E1,12,1,21,0,0,4,0.0,0.0
N1A402E1,24,22,83,0,0,24,0.0,0.0
R23117E1,23,22,24,0,0,0,0.0,0.0
J1A112E1,26,15,11,0,0,0,0.0,0.0
