exam,Exam Block,slot,size,b2bs,confs,2i3s,score,score_norm
R23117E1,1,11,24,0,0,13,0.0,0.0
AA3008E1,14,31,31,0,0,2,0.0,0.0
V73128E1,11,35,16,0,0,6,0.0,0.0
R23102E1,5,4,50,0,0,0,0.0,0.0
R13017E1,1,37,11,0,0,1,0.0,0.0
R83038E1,14,24,32,0,0,24,0.0,0.0
R23009E1,21,26,10,0,0,3,0.0,0.0
R4B107E1,8,30,11,0,0,1,0.0,0.0
M1B373E1,18,22,34,0,0,30,0.0,0.0
R13014E1,19,28,11,0,0,4,0.0,0.0
R83044E1,1,13,9,0,0,4,0.0,0.0
R13023E1,21,30,14,0,0,6,0.0,0.0
R42103E1,16,15,36,0,0,19,0.0,0.0
V6B302E1,17,37,43,0,0,1,0.0,0.0
R13007E1,11,33,20,0,0,0,0.0,0.0
V73MD1E1,1,11,29,0,0,1,0.0,0.0
R83046E1,9,7,18,0,0,0,0.0,0.0
V43239E1,8,9,17,0,0,16,0.0,0.0
V13105E1,22,24,8,0,0,3,0.0,0.0
V13119E1,11,28,20,0,0,1,0.0,0.0
R43153E1,1,25,2,0,0,0,0.0,0.0
V81105E1,22,28,21,0,0,3,0.0,0.0
V41143E1,19,22,9,0,0,2,0.0,0.0
R13101E1,9,22,2,0,0,0,0.0,0.0
R13016E1,15,11,19,0,0,3,0.0,0.0
Q8B075E1,1,1,5,0,0,0,0.0,0.0
R13012E1,8,7,26,0,0,1,0.0,0.0
R83051E1,12,34,11,0,0,0,0.0,0.0
Q13013E1,23,22,1,0,0,0,0.0,0.0
R13015E1,21,3,9,0,0,0,0.0,0.0
V6B307E1,6,4,15,0,0,0,0.0,0.0
V13125E1,2,3,4,0,0,2,0.0,0.0
Q82028E1,20,4,6,0,0,0,0.0,0.0
V41142E1,4,3,65,0,0,21,0.0,0.0
L31073E1,7,9,49,0,0,34,0.0,0.0
H72IRNE1,23,24,68,0,0,2,0.0,0.0
Q4A106E1,5,4,11,0,0,0,0.0,0.0
Q8B045E1,3,24,14,0,0,1,0.0,0.0
H71IWEE1,16,15,97,0,0,0,0.0,0.0
V73233E1,15,4,7,0,0,0,0.0,0.0
H7BEGDE1,9,7,65,0,0,3,0.0,0.0
R22203E1,3,22,20,0,0,4,0.0,0.0
Q3A201E1,7,9,64,0,0,8,0.0,0.0
J1C116E1,19,7,10,0,0,10,0.0,0.0
Q82024E1,18,27,5,0,0,0,0.0,0.0
V81C17E1,11,1,3,0,0,0,0.0,0.0
V81107E1,17,37,38,0,0,1,0.0,0.0
M33060E1,23,24,82,0,0,29,0.0,0.0
Q4A210E1,10,35,39,0,0,22,0.0,0.0
HG1J1BE1,22,25,24,0,0,0,0.0,0.0
K1AHWAE2,17,37,58,0,0,1,0.0,0.0
V41103E1,7,9,10,0,0,3,0.0,0.0
M3B043E1,19,7,51,0,0,12,0.0,0.0
M11343E1,16,15,94,0,0,9,0.0,0.0
V6B310E1,2,1,1,0,0,0,0.0,0.0
Q83170E1,5,35,2,0,0,0,0.0,0.0
Q8A310E1,16,15,52,0,0,14,0.0,0.0
V43125E1,21,26,10,0,0,1,0.0,0.0
V6B308E1,19,28,18,0,0,7,0.0,0.0
R43146E1,6,3,4,0,0,0,0.0,0.0
LK10JAE1,9,7,58,0,0,25,0.0,0.0
R83052E1,5,26,23,0,0,22,0.0,0.0
V72AINE1,9,7,33,0,0,27,0.0,0.0
V6B336E1,21,26,24,0,0,9,0.0,0.0
V13214E1,20,26,16,0,0,4,0.0,0.0
N1B422E1,3,1,25,0,0,9,0.0,0.0
M13367E1,15,3,8,0,0,2,0.0,0.0
V43117E1,4,3,6,0,0,5,0.0,0.0
V13197E1,20,7,9,0,0,1,0.0,0.0
V6B313E1,9,13,5,0,0,5,0.0,0.0
Q83110E1,23,1,1,0,0,0,0.0,0.0
R82022E1,7,9,18,0,0,7,0.0,0.0
R43204E1,11,35,15,0,0,6,0.0,0.0
V83143E1,14,31,10,0,0,9,0.0,0.0
W32F10E1,15,15,15,0,0,1,0.0,0.0
M1B382E1,9,7,13,0,0,6,0.0,0.0
L83112E1,11,8,42,0,0,0,0.0,0.0
AAB058E1,1,33,7,0,0,2,0.0,0.0
R4A117E1,9,7,34,0,0,10,0.0,0.0
L3B021E1,17,37,30,0,0,5,0.0,0.0
Q31301E1,17,37,80,0,0,15,0.0,0.0
R11002E1,7,9,89,0,0,14,0.0,0.0
F311X4E1,7,9,67,0,0,41,0.0,0.0
L3B036E1,22,13,25,0,0,9,0.0,0.0
B32326E1,2,12,110,0,0,0,0.0,0.0
V11105E1,18,22,66,0,0,9,0.0,0.0
Q4A219E1,8,24,7,0,0,4,0.0,0.0
J5BORME1,2,7,12,0,0,1,0.0,0.0
V82C01E1,11,30,17,0,0,17,0.0,0.0
F12O01E1,9,7,29,0,0,7,0.0,0.0
R22204E1,17,37,8,0,0,4,0.0,0.0
M11351E1,10,35,78,0,0,6,0.0,0.0
R4A101E1,16,15,68,0,0,21,0.0,0.0
V12119E1,3,1,16,0,0,2,0.0,0.0
R22112E1,12,5,14,0,0,18,0.0,0.0
R12024E1,23,24,5,0,0,2,0.0,0.0
V82110E1,17,37,50,0,0,1,0.0,0.0
L3B100E1,5,3,21,0,0,12,0.0,0.0
L83121E1,22,11,8,0,0,0,0.0,0.0
F311A1E1,17,37,52,0,0,26,0.0,0.0
K4C120E1,10,12,42,0,0,0,0.0,0.0
C52303E1,13,13,12,0,0,0,0.0,0.0
Q8B076E1,4,30,5,0,0,0,0.0,0.0
G111CCE1,1,11,59,0,0,0,0.0,0.0
C81HCAE1,17,37,216,0,0,45,0.0,0.0
V13169E1,18,31,8,0,0,0,0.0,0.0
R42217E1,21,24,20,0,0,0,0.0,0.0
R4A210E1,3,1,18,0,0,0,0.0,0.0
F12I01E1,11,34,38,0,0,0,0.0,0.0
H51100E1,14,30,114,0,0,1,0.0,0.0
LK10RAE1,9,7,16,0,0,6,0.0,0.0
G111MCE1,21,1,3,0,0,1,0.0,0.0
L83118E1,1,24,24,0,0,20,0.0,0.0
M3B066E1,12,33,76,0,0,12,0.0,0.0
V42117E1,3,1,15,0,0,1,0.0,0.0
N1B409E1,17,37,31,0,0,6,0.0,0.0
R22102E1,9,7,24,0,0,8,0.0,0.0
W32C10E1,6,30,16,0,0,0,0.0,0.0
L3B030E1,15,30,27,0,0,2,0.0,0.0
V12123E1,17,37,32,0,0,5,0.0,0.0
R8A013E1,5,4,4,0,0,0,0.0,0.0
L31004E1,3,1,88,0,0,10,0.0,0.0
HGAEM2E1,7,9,542,0,0,163,0.0,0.0
L3C086E1,20,27,50,0,0,1,0.0,0.0
C81IAAE1,16,15,100,0,0,54,0.0,0.0
Q3B211E1,8,26,6,0,0,1,0.0,0.0
L83120E1,3,1,14,0,0,0,0.0,0.0
M3B062E1,16,31,12,0,0,2,0.0,0.0
N13301E1,4,3,20,0,0,14,0.0,0.0
C83XWHE1,5,35,20,0,0,2,0.0,0.0
M3B057E1,14,35,28,0,0,10,0.0,0.0
L13507E1,10,35,64,0,0,52,0.0,0.0
J1C112E1,18,22,37,0,0,17,0.0,0.0
N1B407E1,21,26,38,0,0,53,0.0,0.0
M33042E1,17,37,97,0,0,11,0.0,0.0
K1BBS1E1,6,5,48,0,0,3,0.0,0.0
K1BCSTE1,11,34,48,0,0,0,0.0,0.0
C8CXCEE1,21,35,16,0,0,0,0.0,0.0
L83122E1,8,5,13,0,0,0,0.0,0.0
M33059E1,21,26,30,0,0,31,0.0,0.0
C8CXCHE1,22,8,20,0,0,0,0.0,0.0
M1B380E1,6,5,17,0,0,8,0.0,0.0
K4P100E1,6,31,16,0,0,0,0.0,0.0
L83115E1,3,1,52,0,0,1,0.0,0.0
C8CXPAE1,10,30,19,0,0,0,0.0,0.0
K43100E1,8,26,28,0,0,0,0.0,0.0
M33074E1,1,11,48,0,0,12,0.0,0.0
R4A215E1,23,33,19,0,0,3,0.0,0.0
R81003E1,11,33,28,0,0,4,0.0,0.0
G111VBE1,1,11,24,0,0,5,0.0,0.0
C1P001E1,11,31,6,0,0,0,0.0,0.0
H7BMOQE1,5,4,120,0,0,0,0.0,0.0
L13502E1,19,28,58,0,0,44,0.0,0.0
M3B031E1,3,1,58,0,0,0,0.0,0.0
M33064E1,5,4,29,0,0,0,0.0,0.0
N13305E1,15,30,28,0,0,5,0.0,0.0
N1B406E1,15,31,48,0,0,9,0.0,0.0
K4C110E1,20,4,42,0,0,0,0.0,0.0
L83123E1,20,28,8,0,0,8,0.0,0.0
V72121E1,6,5,42,0,0,31,0.0,0.0
AAB025E1,1,7,15,0,0,4,0.0,0.0
LKA1GAE1,21,26,48,0,0,18,0.0,0.0
V12121E1,17,37,14,0,0,3,0.0,0.0
W32H16E1,13,5,13,0,0,4,0.0,0.0
Q82031E1,20,1,3,0,0,3,0.0,0.0
LKB2GAE1,1,11,24,0,0,17,0.0,0.0
L3B032E1,7,9,48,0,0,13,0.0,0.0
V61120E1,17,37,60,0,0,40,0.0,0.0
V12148E1,23,24,24,0,0,13,0.0,0.0
W32H10E1,10,33,6,0,0,0,0.0,0.0
R12005E1,6,5,26,0,0,17,0.0,0.0
Q81009E1,21,26,16,0,0,13,0.0,0.0
V82115E1,21,26,50,0,0,31,0.0,0.0
M3B055E1,7,9,63,0,0,29,0.0,0.0
LKB2SAE1,8,8,9,0,0,0,0.0,0.0
V12139E1,11,5,9,0,0,7,0.0,0.0
V41133E1,15,31,19,0,0,2,0.0,0.0
V12129E1,21,3,12,0,0,7,0.0,0.0
Q4A101E1,8,8,49,0,0,0,0.0,0.0
V61110E1,10,35,62,0,0,52,0.0,0.0
L82120E1,4,3,46,0,0,3,0.0,0.0
N1A402E1,6,5,83,0,0,35,0.0,0.0
C82SUAE1,22,24,16,0,0,10,0.0,0.0
LK10KBE1,11,3,6,0,0,3,0.0,0.0
Q81016E1,7,9,14,0,0,3,0.0,0.0
L82121E1,21,26,26,0,0,3,0.0,0.0
Q8B044E1,6,3,3,0,0,3,0.0,0.0
V7A101E1,3,1,83,0,0,23,0.0,0.0
V41124E1,5,4,13,0,0,0,0.0,0.0
LKA1RAE1,21,26,9,0,0,2,0.0,0.0
R12026E1,23,35,15,0,0,5,0.0,0.0
L11130E1,6,5,46,0,0,10,0.0,0.0
M1B357E1,1,11,22,0,0,10,0.0,0.0
L3B046E1,9,7,21,0,0,6,0.0,0.0
Q83186E1,13,22,2,0,0,1,0.0,0.0
V82113E1,19,28,43,0,0,45,0.0,0.0
C82MHAE1,16,15,117,0,0,99,0.0,0.0
C82OUAE1,8,37,3,0,0,0,0.0,0.0
C41101E1,1,11,102,0,0,16,0.0,0.0
D21102E1,17,1,1,0,0,0,0.0,0.0
V12135E1,21,26,28,0,0,18,0.0,0.0
L11100E1,7,9,160,0,0,83,0.0,0.0
V13108E1,6,24,11,0,0,2,0.0,0.0
R22101E1,4,3,66,0,0,30,0.0,0.0
V13185E1,15,5,13,0,0,5,0.0,0.0
L13521E1,6,13,20,0,0,6,0.0,0.0
V12116E1,16,37,11,0,0,3,0.0,0.0
R43152E1,15,26,4,0,0,1,0.0,0.0
AA2016E1,17,22,20,0,0,4,0.0,0.0
V13104E1,11,30,6,0,0,0,0.0,0.0
M1B374E1,21,26,15,0,0,15,0.0,0.0
V13159E1,22,25,10,0,0,0,0.0,0.0
LKA1SAE1,9,7,21,0,0,7,0.0,0.0
V13155E1,14,9,3,0,0,0,0.0,0.0
R83056E1,3,3,1,0,0,0,0.0,0.0
LKA1IAE1,19,28,11,0,0,5,0.0,0.0
Q8B056E1,14,30,87,0,0,11,0.0,0.0
V42112E1,10,35,28,0,0,8,0.0,0.0
V42124E1,1,11,28,0,0,4,0.0,0.0
V42133E1,23,24,34,0,0,20,0.0,0.0
V83119E1,22,25,16,0,0,1,0.0,0.0
L3B090E1,12,33,32,0,0,7,0.0,0.0
V42143E1,21,26,10,0,0,8,0.0,0.0
L83160E1,15,26,82,0,0,28,0.0,0.0
Q8B074E1,8,22,8,0,0,1,0.0,0.0
R4A119E1,18,37,8,0,0,0,0.0,0.0
Q81003E1,3,1,47,0,0,0,0.0,0.0
LK10FAE1,9,7,44,0,0,21,0.0,0.0
K1APADE1,8,8,59,0,0,0,0.0,0.0
L31097E1,9,7,62,0,0,39,0.0,0.0
V42103E1,6,5,15,0,0,7,0.0,0.0
M3A019E1,9,7,42,0,0,7,0.0,0.0
R4B209E1,12,26,1,0,0,0,0.0,0.0
Q83198E1,21,13,1,0,0,0,0.0,0.0
W32H14E1,8,25,12,0,0,0,0.0,0.0
K1BTMSE1,2,27,51,0,0,51,0.0,0.0
R82027E1,3,22,7,0,0,5,0.0,0.0
V13181E1,9,31,5,0,0,1,0.0,0.0
V13296E1,18,1,14,0,0,0,0.0,0.0
V13101E1,12,37,6,0,0,1,0.0,0.0
V13103E1,5,37,12,0,0,0,0.0,0.0
Q83172E1,20,1,3,0,0,0,0.0,0.0
J1A112E1,9,7,11,0,0,10,0.0,0.0
