exam,Exam Block,slot,size,b2bs,confs,2i3s,score,score_norm
B32326E1,14,14,110,0,0,110,0.0,0.0
F3B1B3E1,7,9,40,0,0,2,0.0,0.0
F331M9E1,14,14,8,0,0,0,0.0,0.0
G13QT1E1,21,3,31,0,0,7,0.0,0.0
C13567E1,21,3,17,0,0,0,0.0,0.0
B32327E1,8,12,110,0,0,110,0.0,0.0
EN00P3E1,11,32,25,0,0,0,0.0,0.0
F331Z8E1,21,3,9,0,0,0,0.0,0.0
C13562E1,21,3,33,0,0,0,0.0,0.0
N1B406E1,17,28,48,0,0,14,0.0,0.0
J1B117E1,18,28,59,0,0,0,0.0,0.0
J1C111E1,18,28,35,0,0,6,0.0,0.0
K1BACOE1,18,28,52,0,0,0,0.0,0.0
LKC3FAE1,16,22,77,0,0,14,0.0,0.0
G13PR2E1,11,32,7,0,0,5,0.0,0.0
J1A102E1,21,3,45,0,0,0,0.0,0.0
F331O6E1,14,14,26,0,0,1,0.0,0.0
F321Z3E1,23,24,106,0,0,13,0.0,0.0
C13569E1,18,28,19,0,0,0,0.0,0.0
H2CG03E1,15,15,43,0,0,12,0.0,0.0
Q8B096E1,18,28,1,0,0,0,0.0,0.0
C43511E1,11,32,38,0,0,0,0.0,0.0
F11O01E1,16,22,108,0,0,1,0.0,0.0
Q82028E1,2,33,6,0,0,1,0.0,0.0
R8B032E1,2,1,4,0,0,0,0.0,0.0
H7CLASE1,9,26,9,0,0,5,0.0,0.0
H3CTSEE1,19,36,11,0,0,3,0.0,0.0
D22227E1,18,28,1,0,0,1,0.0,0.0
K1AHRSE1,18,28,53,0,0,0,0.0,0.0
H3CFRCE1,3,1,42,0,0,0,0.0,0.0
K41110E1,13,13,31,0,0,1,0.0,0.0
H8C001E1,5,12,32,0,0,32,0.0,0.0
G13RE1E1,8,27,7,0,0,0,0.0,0.0
B13103E1,8,10,8,0,0,0,0.0,0.0
H33MI2E1,11,32,75,0,0,87,0.0,0.0
J5CCCEE1,13,13,29,0,0,0,0.0,0.0
H22S02E1,3,1,75,0,0,0,0.0,0.0
C1P001E1,8,3,6,0,0,0,0.0,0.0
F13I06E1,14,14,1,0,0,1,0.0,0.0
C8P002E1,18,3,22,0,0,0,0.0,0.0
B33563E1,21,3,18,0,0,0,0.0,0.0
H8C043E1,14,14,34,0,0,32,0.0,0.0
H7CSERE1,5,9,20,0,0,4,0.0,0.0
G13LA1E1,14,14,4,0,0,1,0.0,0.0
F13I05E1,7,9,1,0,0,0,0.0,0.0
F331N6E1,18,28,22,0,0,5,0.0,0.0
B32325E1,18,27,110,0,0,0,0.0,0.0
R82022E1,19,36,18,0,0,2,0.0,0.0
F331Z4E1,5,12,66,0,0,65,0.0,0.0
LKA1IAE1,14,14,11,0,0,3,0.0,0.0
C82MHAE1,1,34,117,0,0,11,0.0,0.0
G13ST3E1,17,30,16,0,0,2,0.0,0.0
C13564E1,14,14,39,0,0,4,0.0,0.0
G13RE2E1,6,6,34,0,0,0,0.0,0.0
M33053E1,7,36,28,0,0,5,0.0,0.0
M1B357E1,20,10,22,0,0,2,0.0,0.0
F331Q3E1,1,34,82,0,0,10,0.0,0.0
J1B115E1,8,33,11,0,0,9,0.0,0.0
G53VIPE1,8,9,25,0,0,1,0.0,0.0
V62200E1,17,28,37,0,0,25,0.0,0.0
L11130E1,20,10,46,0,0,0,0.0,0.0
R13017E1,1,34,11,0,0,7,0.0,0.0
H6C152E1,4,4,44,0,0,24,0.0,0.0
H6P001E1,21,9,4,0,0,0,0.0,0.0
L3B100E1,20,10,21,0,0,1,0.0,0.0
R8A013E1,2,34,4,0,0,1,0.0,0.0
R12025E1,10,3,16,0,0,15,0.0,0.0
HG3J5AE1,19,28,29,0,0,8,0.0,0.0
C13563E1,18,6,7,0,0,0,0.0,0.0
AAA033E1,12,32,12,0,0,7,0.0,0.0
C71101E1,19,36,205,0,0,0,0.0,0.0
H8B045E1,14,14,63,0,0,63,0.0,0.0
L83115E1,7,30,52,0,0,15,0.0,0.0
J5CMUSE1,4,4,46,0,0,1,0.0,0.0
G13MM2E1,23,24,29,0,0,11,0.0,0.0
N13301E1,10,31,20,0,0,9,0.0,0.0
N1B408E1,20,10,14,0,0,0,0.0,0.0
R42217E1,6,6,20,0,0,3,0.0,0.0
L13504E1,20,10,46,0,0,22,0.0,0.0
Q8B043E1,19,36,26,0,0,1,0.0,0.0
H7CSURE1,2,37,17,0,0,0,0.0,0.0
G13SP2E1,1,34,23,0,0,6,0.0,0.0
V72119E1,17,28,19,0,0,3,0.0,0.0
G13AL4E1,5,12,11,0,0,3,0.0,0.0
H7CORGE1,1,37,22,0,0,0,0.0,0.0
HG3S5EE1,12,32,19,0,0,3,0.0,0.0
H3CENIE1,5,12,42,0,0,10,0.0,0.0
C82SUAE1,21,7,16,0,0,2,0.0,0.0
W32C10E1,5,7,16,0,0,2,0.0,0.0
B12303E1,21,7,16,0,0,2,0.0,0.0
H7BMACE1,7,9,24,0,0,1,0.0,0.0
H3BFM2E1,22,7,65,0,0,3,0.0,0.0
C13573E1,5,12,20,0,0,4,0.0,0.0
J1C227E1,21,3,17,0,0,17,0.0,0.0
F13O06E1,14,14,1,0,0,0,0.0,0.0
G111DGE1,20,3,15,0,0,0,0.0,0.0
M3B034E1,17,28,21,0,0,14,0.0,0.0
B11101E1,8,9,27,0,0,13,0.0,0.0
F331X3E1,8,27,14,0,0,0,0.0,0.0
F13I03E1,16,22,15,0,0,0,0.0,0.0
V13105E1,5,7,8,0,0,2,0.0,0.0
R13006E1,7,28,12,0,0,1,0.0,0.0
J1A202E1,4,33,44,0,0,39,0.0,0.0
L13511E1,2,3,8,0,0,0,0.0,0.0
H82006E1,2,14,61,0,0,1,0.0,0.0
R13001E1,13,13,36,0,0,11,0.0,0.0
F321Q2E1,19,36,98,0,0,3,0.0,0.0
C81HBAE1,17,28,171,0,0,161,0.0,0.0
R4A117E1,17,30,34,0,0,1,0.0,0.0
L3B032E1,10,31,48,0,0,1,0.0,0.0
H51140E1,10,27,101,0,0,0,0.0,0.0
H82046E1,19,36,63,0,0,1,0.0,0.0
D23360E1,8,7,8,0,0,0,0.0,0.0
F321C6E1,2,7,11,0,0,6,0.0,0.0
V61120E1,22,28,60,0,0,6,0.0,0.0
V43124E1,19,36,28,0,0,12,0.0,0.0
F331S9E1,2,37,22,0,0,0,0.0,0.0
K4C140E1,18,28,43,0,0,0,0.0,0.0
R13003E1,7,30,28,0,0,7,0.0,0.0
K4C110E1,8,31,42,0,0,0,0.0,0.0
R4A119E1,21,9,8,0,0,0,0.0,0.0
C8P001E1,8,9,22,0,0,0,0.0,0.0
C42306E1,8,27,62,0,0,0,0.0,0.0
R12001E1,3,1,129,0,0,15,0.0,0.0
H22M02E1,4,4,76,0,0,1,0.0,0.0
V13159E1,14,14,10,0,0,2,0.0,0.0
F311M0E1,3,1,103,0,0,0,0.0,0.0
H81050E1,18,28,62,0,0,0,0.0,0.0
B31103E1,2,37,107,0,0,0,0.0,0.0
J1A110E1,2,37,43,0,0,0,0.0,0.0
B31105E1,14,14,107,0,0,0,0.0,0.0
J51IMAE1,2,37,47,0,0,0,0.0,0.0
LKB2JAE1,7,9,5,0,0,1,0.0,0.0
C52303E1,23,24,12,0,0,0,0.0,0.0
B33549E1,14,14,93,0,0,93,0.0,0.0
Q3B201E1,14,14,17,0,0,1,0.0,0.0
M1B359E1,3,1,22,0,0,1,0.0,0.0
F3B1X4E1,7,9,78,0,0,0,0.0,0.0
HG1EM0E1,16,22,58,0,0,3,0.0,0.0
F12X02E1,14,14,65,0,0,0,0.0,0.0
B12320E1,5,12,6,0,0,5,0.0,0.0
G5BGRAE1,23,24,53,0,0,42,0.0,0.0
B33548E1,2,37,93,0,0,0,0.0,0.0
C73507E1,21,3,40,0,0,0,0.0,0.0
G13CM2E1,16,22,45,0,0,10,0.0,0.0
J1B111E1,2,37,56,0,0,0,0.0,0.0
H71MS1E1,4,4,28,0,0,27,0.0,0.0
J52EMME1,1,34,36,0,0,1,0.0,0.0
G111GBE1,15,15,222,0,0,27,0.0,0.0
V12116E1,3,1,11,0,0,0,0.0,0.0
EN00P5E1,21,3,26,0,0,0,0.0,0.0
C12329E1,9,26,11,0,0,0,0.0,0.0
B12302E1,11,32,16,0,0,1,0.0,0.0
J5BSMAE1,16,22,14,0,0,12,0.0,0.0
R83044E1,11,32,9,0,0,6,0.0,0.0
G13AS5E1,21,3,19,0,0,1,0.0,0.0
R82027E1,14,14,7,0,0,2,0.0,0.0
C11105E1,22,7,163,0,0,13,0.0,0.0
F311B1E1,16,22,43,0,0,2,0.0,0.0
F12P01E1,3,1,160,0,0,8,0.0,0.0
G111MCE1,19,36,3,0,0,0,0.0,0.0
G12MM1E1,6,6,109,0,0,93,0.0,0.0
V13296E1,18,28,14,0,0,0,0.0,0.0
V13101E1,11,32,6,0,0,0,0.0,0.0
V13103E1,2,37,12,0,0,0,0.0,0.0
Q83108E1,7,9,1,0,0,0,0.0,0.0
Q83172E1,18,28,3,0,0,0,0.0,0.0
Q8B074E1,2,37,8,0,0,0,0.0,0.0
V13181E1,11,32,5,0,0,0,0.0,0.0
J1A111E1,10,31,44,0,0,44,0.0,0.0
V83119E1,18,28,16,0,0,0,0.0,0.0
V7A214E1,3,1,25,0,0,0,0.0,0.0
C81JIAE2,14,14,1,0,0,0,0.0,0.0
H33CONE1,17,30,78,0,0,88,0.0,0.0
V12127E1,14,14,17,0,0,1,0.0,0.0
R81022E1,8,27,33,0,0,0,0.0,0.0
G5ABELE1,2,37,28,0,0,0,0.0,0.0
G53RDBE1,16,22,14,0,0,5,0.0,0.0
G5P005E1,2,37,56,0,0,0,0.0,0.0
B12301E1,18,28,16,0,0,0,0.0,0.0
H2CH04E1,16,22,17,0,0,2,0.0,0.0
K1BTMSE1,8,3,51,0,0,0,0.0,0.0
H8C002E1,11,32,33,0,0,2,0.0,0.0
C12324E1,11,32,63,0,0,37,0.0,0.0
H71MIPE1,6,6,87,0,0,28,0.0,0.0
C11101E1,15,15,145,0,0,5,0.0,0.0
J1C119E1,3,1,40,0,0,17,0.0,0.0
H21M01E1,3,1,92,0,0,90,0.0,0.0
K1ATS1E1,2,37,54,0,0,0,0.0,0.0
F13P03E1,6,6,44,0,0,5,0.0,0.0
F12O01E1,16,22,29,0,0,4,0.0,0.0
C12331E1,16,22,14,0,0,5,0.0,0.0
HG2J4AE1,11,32,28,0,0,14,0.0,0.0
R21206E1,7,28,43,0,0,23,0.0,0.0
HGCEMAE1,16,22,46,0,0,5,0.0,0.0
F12I01E1,7,9,38,0,0,0,0.0,0.0
F321Q6E1,14,14,18,0,0,0,0.0,0.0
C13572E1,14,14,7,0,0,0,0.0,0.0
F13P05E1,14,14,8,0,0,0,0.0,0.0
G13LO1E1,3,1,47,0,0,13,0.0,0.0
HG2J3DE1,8,27,27,0,0,0,0.0,0.0
C43512E1,14,14,24,0,0,0,0.0,0.0
H8B040E1,11,32,68,0,0,0,0.0,0.0
H3CMECE1,14,14,23,0,0,6,0.0,0.0
H8A009E1,21,3,105,0,0,0,0.0,0.0
H3BFM2E2,23,24,65,0,0,8,0.0,0.0
H82029E1,8,27,63,0,0,0,0.0,0.0
H7ACS1E1,10,31,92,0,0,73,0.0,0.0
F12I02E1,11,32,122,0,0,2,0.0,0.0
H52110E1,4,4,90,0,0,87,0.0,0.0
H22V02E1,19,36,75,0,0,0,0.0,0.0
H5C112E1,13,13,26,0,0,4,0.0,0.0
H2CS05E1,10,31,39,0,0,28,0.0,0.0
H51200E1,23,24,71,0,0,11,0.0,0.0
H3CNUEE1,23,24,33,0,0,10,0.0,0.0
H6C133E1,13,13,34,0,0,3,0.0,0.0
F331N3E1,14,14,65,0,0,64,0.0,0.0
L3B090E1,17,28,32,0,0,6,0.0,0.0
D23336E1,5,12,7,0,0,0,0.0,0.0
J1B113E1,8,33,47,0,0,29,0.0,0.0
C13571E1,18,33,8,0,0,0,0.0,0.0
H7CEPDE1,16,22,21,0,0,6,0.0,0.0
H5C113E1,12,33,57,0,0,47,0.0,0.0
V42124E1,9,26,28,0,0,23,0.0,0.0
F13P02E1,21,28,11,0,0,0,0.0,0.0
H72NNSE1,21,3,65,0,0,48,0.0,0.0
H6P002E1,12,33,25,0,0,10,0.0,0.0
J5CCRME1,16,22,25,0,0,16,0.0,0.0
H31BDAE1,11,32,127,0,0,5,0.0,0.0
C12328E1,19,36,32,0,0,14,0.0,0.0
F11I02E1,16,22,110,0,0,4,0.0,0.0
HG1S1CE1,8,27,18,0,0,0,0.0,0.0
HG3S5FE1,7,9,11,0,0,1,0.0,0.0
J1C205E1,8,27,11,0,0,0,0.0,0.0
V6B313E1,21,3,5,0,0,1,0.0,0.0
C12325E1,14,14,62,0,0,18,0.0,0.0
Q83198E1,8,27,1,0,0,0,0.0,0.0
M1B374E1,16,22,15,0,0,5,0.0,0.0
H3CFM3E1,14,14,4,0,0,2,0.0,0.0
HG2J3AE1,16,22,29,0,0,1,0.0,0.0
H71EMPE1,18,28,61,0,0,0,0.0,0.0
H21B00E1,12,33,90,0,0,0,0.0,0.0
H31ENCE1,18,28,97,0,0,0,0.0,0.0
B32322E1,2,37,110,0,0,0,0.0,0.0
J51R01E1,21,3,104,0,0,90,0.0,0.0
J1A203E1,13,13,48,0,0,28,0.0,0.0
G12PR1E1,14,14,115,0,0,3,0.0,0.0
B32321E1,21,3,119,0,0,9,0.0,0.0
H82024E1,21,3,60,0,0,0,0.0,0.0
F13O01E1,7,9,44,0,0,0,0.0,0.0
HG1J1AE1,14,14,23,0,0,12,0.0,0.0
Q83110E1,22,7,1,0,0,0,0.0,0.0
HG1J1BE1,2,37,24,0,0,0,0.0,0.0
J1B203E1,4,4,11,0,0,0,0.0,0.0
G53LCTE1,21,3,13,0,0,1,0.0,0.0
K1AHWAE2,23,24,58,0,0,6,0.0,0.0
H72ENTE1,14,14,17,0,0,0,0.0,0.0
H31DM1E1,21,3,125,0,0,0,0.0,0.0
Q83186E1,23,24,2,0,0,0,0.0,0.0
J1A112E1,18,28,11,0,0,0,0.0,0.0
